observer,adapt_lum,contrast,enhanced_contrast,enhancement,repetition,angle,answer,time
01,1.000000e-01,10,0,0,1,105,1, 5.68
01,1.000000e-01,10,0,0,1,95,1, 4.50
01,1.000000e-01,10,0,0,1,65,0, 2.12
01,1.000000e-01,10,0,0,1,85,1, 5.54
01,1.000000e-01,10,0,0,1,85,0, 8.92
01,1.000000e-01,10,0,0,1,115,1, 2.54
01,1.000000e-01,10,0,0,1,115,1, 2.20
01,1.000000e-01,10,0,0,1,95,1, 8.22
01,1.000000e-01,10,0,0,1,105,1, 1.70
01,1.000000e-01,10,0,0,1,85,0, 2.82
01,1.000000e-01,10,0,0,1,85,0, 8.99
01,1.000000e-01,10,0,0,1,65,0, 1.00
01,1.000000e-01,10,0,0,1,105,1, 1.89
01,1.000000e-01,10,0,0,1,105,1, 2.22
01,1.000000e-01,10,0,0,1,95,1, 1.75
01,1.000000e-01,10,0,0,1,65,0, 1.78
01,1.000000e-01,10,0,0,1,95,1, 1.62
01,1.000000e-01,10,0,0,1,85,0, 3.36
01,1.000000e-01,10,0,0,1,65,0, 1.00
01,1.000000e-01,10,0,0,1,75,0, 1.78
01,1.000000e-01,10,0,0,1,75,0, 3.18
01,1.000000e-01,10,0,0,1,105,1, 5.21
01,1.000000e-01,10,0,0,1,85,0, 9.17
01,1.000000e-01,10,0,0,1,75,0, 1.26
01,1.000000e-01,10,0,0,1,115,1, 2.76
01,1.000000e-01,10,0,0,1,115,1, 2.04
01,1.000000e-01,10,0,0,1,115,1, 7.24
01,1.000000e-01,10,0,0,1,65,0, 2.20
01,1.000000e-01,10,0,0,1,95,1, 2.19
01,1.000000e-01,10,0,0,1,105,1, 2.07
01,1.000000e-01,10,0,0,1,75,0, 2.83
01,1.000000e-01,10,0,0,1,65,0, 1.05
01,1.000000e-01,10,0,0,1,75,0, 4.46
01,1.000000e-01,10,0,0,1,75,0, 1.80
01,1.000000e-01,10,0,0,1,95,1, 2.96
01,1.000000e-01,10,0,0,1,115,1, 1.48
01,10,5,0,0,1,75,0, 3.38
01,10,5,0,0,1,85,0, 6.54
01,10,5,0,0,1,95,0, 3.92
01,10,5,0,0,1,95,1, 3.58
01,10,5,0,0,1,105,1, 5.31
01,10,5,0,0,1,115,1, 1.66
01,10,5,0,0,1,115,1, 1.88
01,10,5,0,0,1,95,0, 2.90
01,10,5,0,0,1,65,0, 1.32
01,10,5,0,0,1,115,1, 2.81
01,10,5,0,0,1,105,1, 3.14
01,10,5,0,0,1,75,0, 2.86
01,10,5,0,0,1,85,0, 1.76
01,10,5,0,0,1,95,1, 6.68
01,10,5,0,0,1,85,0, 1.46
01,10,5,0,0,1,115,1, 1.57
01,10,5,0,0,1,105,1, 1.49
01,10,5,0,0,1,75,0, 2.26
01,10,5,0,0,1,95,1, 1.43
01,10,5,0,0,1,85,0, 6.50
01,10,5,0,0,1,75,0, 1.11
01,10,5,0,0,1,75,0, 1.00
01,10,5,0,0,1,65,0, 1.00
01,10,5,0,0,1,85,0, 1.00
01,10,5,0,0,1,85,0, 3.04
01,10,5,0,0,1,65,0, 1.04
01,10,5,0,0,1,105,1, 2.14
01,10,5,0,0,1,115,1, 1.10
01,10,5,0,0,1,105,1, 1.93
01,10,5,0,0,1,65,0, 1.07
01,10,5,0,0,1,65,0, 1.62
01,10,5,0,0,1,95,1, 9.62
01,10,5,0,0,1,105,1, 1.78
01,10,5,0,0,1,65,0, 1.00
01,10,5,0,0,1,115,1, 1.20
01,10,5,0,0,1,75,0, 5.25
01,1,20,0,0,1,115,1, 1.60
01,1,20,0,0,1,95,1, 1.13
01,1,20,0,0,1,75,0, 1.39
01,1,20,0,0,1,75,0, 1.38
01,1,20,0,0,1,85,0,10.91
01,1,20,0,0,1,85,0, 5.19
01,1,20,0,0,1,105,1, 1.02
01,1,20,0,0,1,115,1, 1.00
01,1,20,0,0,1,95,1, 2.45
01,1,20,0,0,1,115,1, 1.00
01,1,20,0,0,1,85,0,11.16
01,1,20,0,0,1,85,0, 1.00
01,1,20,0,0,1,115,1, 1.12
01,1,20,0,0,1,115,1, 1.05
01,1,20,0,0,1,95,1, 2.75
01,1,20,0,0,1,105,1, 1.07
01,1,20,0,0,1,105,1, 2.43
01,1,20,0,0,1,85,0, 5.19
01,1,20,0,0,1,65,0, 1.16
01,1,20,0,0,1,75,0, 1.00
01,1,20,0,0,1,75,0, 1.00
01,1,20,0,0,1,115,1, 2.09
01,1,20,0,0,1,75,0, 1.22
01,1,20,0,0,1,65,0, 1.05
01,1,20,0,0,1,95,1, 5.29
01,1,20,0,0,1,105,1, 2.17
01,1,20,0,0,1,65,0, 1.21
01,1,20,0,0,1,75,0, 1.75
01,1,20,0,0,1,105,1, 1.90
01,1,20,0,0,1,95,1, 2.16
01,1,20,0,0,1,65,0, 1.00
01,1,20,0,0,1,85,0, 7.17
01,1,20,0,0,1,65,0, 1.00
01,1,20,0,0,1,105,1, 1.18
01,1,20,0,0,1,65,0, 1.00
01,1,20,0,0,1,95,1, 3.68
01,10,20,0,0,1,115,1, 2.00
01,10,20,0,0,1,85,0, 3.27
01,10,20,0,0,1,75,0, 1.07
01,10,20,0,0,1,95,1, 2.38
01,10,20,0,0,1,95,0, 6.01
01,10,20,0,0,1,85,0, 1.28
01,10,20,0,0,1,95,0, 6.03
01,10,20,0,0,1,105,1, 2.53
01,10,20,0,0,1,85,0, 2.24
01,10,20,0,0,1,115,1, 1.07
01,10,20,0,0,1,95,1, 5.30
01,10,20,0,0,1,105,1, 1.00
01,10,20,0,0,1,65,0, 1.00
01,10,20,0,0,1,115,1, 1.21
01,10,20,0,0,1,95,1, 7.82
01,10,20,0,0,1,65,0, 1.03
01,10,20,0,0,1,85,0, 4.94
01,10,20,0,0,1,65,0, 1.24
01,10,20,0,0,1,115,1, 1.00
01,10,20,0,0,1,85,0,10.02
01,10,20,0,0,1,105,1, 2.01
01,10,20,0,0,1,75,0, 3.97
01,10,20,0,0,1,85,0, 1.00
01,10,20,0,0,1,75,0, 2.36
01,10,20,0,0,1,95,1, 5.54
01,10,20,0,0,1,105,1, 1.30
01,10,20,0,0,1,65,0, 1.00
01,10,20,0,0,1,115,1, 1.00
01,10,20,0,0,1,75,0, 1.00
01,10,20,0,0,1,75,0, 3.70
01,10,20,0,0,1,105,1, 1.46
01,10,20,0,0,1,105,1, 1.72
01,10,20,0,0,1,75,0, 1.05
01,10,20,0,0,1,65,0, 1.22
01,10,20,0,0,1,65,0, 1.09
01,10,20,0,0,1,115,1, 1.37
01,1.000000e-01,20,0,0,1,65,0, 2.44
01,1.000000e-01,20,0,0,1,105,1, 1.54
01,1.000000e-01,20,0,0,1,85,1, 3.38
01,1.000000e-01,20,0,0,1,85,1, 8.98
01,1.000000e-01,20,0,0,1,65,0, 1.00
01,1.000000e-01,20,0,0,1,105,1, 1.08
01,1.000000e-01,20,0,0,1,115,1, 1.20
01,1.000000e-01,20,0,0,1,115,1, 1.18
01,1.000000e-01,20,0,0,1,95,1, 2.56
01,1.000000e-01,20,0,0,1,95,1, 2.17
01,1.000000e-01,20,0,0,1,105,1, 2.18
01,1.000000e-01,20,0,0,1,85,0, 5.06
01,1.000000e-01,20,0,0,1,75,0, 1.61
01,1.000000e-01,20,0,0,1,95,1, 5.98
01,1.000000e-01,20,0,0,1,105,1, 2.29
01,1.000000e-01,20,0,0,1,85,0, 6.66
01,1.000000e-01,20,0,0,1,95,1, 3.53
01,1.000000e-01,20,0,0,1,115,1, 2.30
01,1.000000e-01,20,0,0,1,65,0, 1.01
01,1.000000e-01,20,0,0,1,95,1,17.43
01,1.000000e-01,20,0,0,1,65,0, 1.06
01,1.000000e-01,20,0,0,1,115,1, 1.66
01,1.000000e-01,20,0,0,1,105,1, 1.16
01,1.000000e-01,20,0,0,1,65,0, 1.00
01,1.000000e-01,20,0,0,1,75,0, 1.42
01,1.000000e-01,20,0,0,1,75,0, 2.19
01,1.000000e-01,20,0,0,1,115,1, 1.37
01,1.000000e-01,20,0,0,1,75,0, 1.76
01,1.000000e-01,20,0,0,1,85,0,12.55
01,1.000000e-01,20,0,0,1,75,0, 1.71
01,1.000000e-01,20,0,0,1,115,1, 1.39
01,1.000000e-01,20,0,0,1,85,0, 5.62
01,1.000000e-01,20,0,0,1,75,0, 1.94
01,1.000000e-01,20,0,0,1,105,1, 3.25
01,1.000000e-01,20,0,0,1,65,0, 1.08
01,1.000000e-01,20,0,0,1,95,1, 5.93
01,10,10,0,0,1,75,0, 3.39
01,10,10,0,0,1,105,1, 2.80
01,10,10,0,0,1,85,0, 3.28
01,10,10,0,0,1,85,0, 1.02
01,10,10,0,0,1,115,1, 1.59
01,10,10,0,0,1,85,0, 7.44
01,10,10,0,0,1,75,0, 1.83
01,10,10,0,0,1,95,1,17.70
01,10,10,0,0,1,115,1, 1.14
01,10,10,0,0,1,95,1, 6.60
01,10,10,0,0,1,105,1, 1.31
01,10,10,0,0,1,115,1, 4.34
01,10,10,0,0,1,95,0, 6.85
01,10,10,0,0,1,115,1, 1.00
01,10,10,0,0,1,65,0, 1.20
01,10,10,0,0,1,115,1, 5.03
01,10,10,0,0,1,75,0, 1.00
01,10,10,0,0,1,85,0, 1.18
01,10,10,0,0,1,65,0, 1.15
01,10,10,0,0,1,75,0, 1.17
01,10,10,0,0,1,65,0, 1.00
01,10,10,0,0,1,105,1, 1.27
01,10,10,0,0,1,95,0, 7.33
01,10,10,0,0,1,65,0, 1.22
01,10,10,0,0,1,95,1, 7.30
01,10,10,0,0,1,115,1, 1.01
01,10,10,0,0,1,105,1, 2.13
01,10,10,0,0,1,105,1, 1.71
01,10,10,0,0,1,75,0, 1.80
01,10,10,0,0,1,95,1, 5.41
01,10,10,0,0,1,85,0, 3.71
01,10,10,0,0,1,75,0, 1.14
01,10,10,0,0,1,65,0, 1.01
01,10,10,0,0,1,65,0, 1.32
01,10,10,0,0,1,85,0, 1.02
01,10,10,0,0,1,105,1, 3.30
01,1,40,0,0,1,105,1, 2.59
01,1,40,0,0,1,85,0, 4.14
01,1,40,0,0,1,85,0, 1.00
01,1,40,0,0,1,75,0, 1.00
01,1,40,0,0,1,115,1, 2.04
01,1,40,0,0,1,65,0, 1.12
01,1,40,0,0,1,75,0, 2.21
01,1,40,0,0,1,105,1, 2.51
01,1,40,0,0,1,95,1, 2.77
01,1,40,0,0,1,105,1, 2.36
01,1,40,0,0,1,85,0, 2.26
01,1,40,0,0,1,105,1, 3.00
01,1,40,0,0,1,115,1, 2.14
01,1,40,0,0,1,85,0, 2.16
01,1,40,0,0,1,85,0, 3.02
01,1,40,0,0,1,115,1, 1.11
01,1,40,0,0,1,95,1, 3.15
01,1,40,0,0,1,105,1, 1.74
01,1,40,0,0,1,75,0, 2.09
01,1,40,0,0,1,65,0, 1.13
01,1,40,0,0,1,95,0,14.18
01,1,40,0,0,1,75,0, 1.09
01,1,40,0,0,1,65,0, 1.00
01,1,40,0,0,1,65,0, 4.13
01,1,40,0,0,1,95,1, 4.14
01,1,40,0,0,1,115,1, 1.00
01,1,40,0,0,1,85,0, 8.24
01,1,40,0,0,1,115,1, 1.00
01,1,40,0,0,1,95,1, 2.35
01,1,40,0,0,1,105,1, 1.09
01,1,40,0,0,1,75,0, 1.01
01,1,40,0,0,1,75,0, 2.70
01,1,40,0,0,1,65,0, 5.75
01,1,40,0,0,1,95,1, 5.81
01,1,40,0,0,1,115,1, 1.21
01,1,40,0,0,1,65,0, 1.00
01,1,10,0,0,1,75,0, 2.41
01,1,10,0,0,1,75,0, 1.74
01,1,10,0,0,1,115,1, 1.67
01,1,10,0,0,1,105,1, 1.67
01,1,10,0,0,1,105,1, 1.15
01,1,10,0,0,1,115,1, 1.02
01,1,10,0,0,1,65,0, 9.58
01,1,10,0,0,1,85,1, 4.02
01,1,10,0,0,1,75,0, 3.11
01,1,10,0,0,1,105,1, 2.45
01,1,10,0,0,1,115,1, 1.53
01,1,10,0,0,1,75,0, 3.42
01,1,10,0,0,1,115,1, 1.31
01,1,10,0,0,1,95,1, 2.54
01,1,10,0,0,1,115,1, 3.08
01,1,10,0,0,1,75,0, 5.29
01,1,10,0,0,1,75,0, 1.11
01,1,10,0,0,1,85,0, 7.88
01,1,10,0,0,1,85,0, 8.71
01,1,10,0,0,1,95,1, 1.74
01,1,10,0,0,1,85,0, 5.07
01,1,10,0,0,1,105,1, 2.20
01,1,10,0,0,1,95,1, 6.94
01,1,10,0,0,1,65,0, 1.17
01,1,10,0,0,1,65,0, 1.04
01,1,10,0,0,1,65,0, 1.29
01,1,10,0,0,1,65,0, 1.16
01,1,10,0,0,1,65,0, 1.09
01,1,10,0,0,1,105,1, 1.70
01,1,10,0,0,1,105,1, 1.59
01,1,10,0,0,1,85,0, 4.12
01,1,10,0,0,1,115,1, 2.50
01,1,10,0,0,1,95,1, 4.45
01,1,10,0,0,1,85,0,11.23
01,1,10,0,0,1,95,1, 1.37
01,1,10,0,0,1,95,1, 7.88
01,1,5,0,0,1,75,1,27.71
01,1,5,0,0,1,85,1,16.89
01,1,5,0,0,1,105,1, 8.34
01,1,5,0,0,1,75,1, 7.23
01,1,5,0,0,1,65,0, 7.17
01,1,5,0,0,1,65,0, 9.95
01,1,5,0,0,1,105,1, 2.22
01,1,5,0,0,1,115,1, 3.06
01,1,5,0,0,1,75,1,11.77
01,1,5,0,0,1,95,1, 7.26
01,1,5,0,0,1,115,1,17.16
01,1,5,0,0,1,65,0, 2.59
01,1,5,0,0,1,65,0, 3.02
01,1,5,0,0,1,95,1,16.48
01,1,5,0,0,1,85,1, 7.88
01,1,5,0,0,1,105,1, 1.97
01,1,5,0,0,1,95,1, 6.23
01,1,5,0,0,1,65,0, 5.54
01,1,5,0,0,1,95,1, 5.55
01,1,5,0,0,1,105,1, 2.90
01,1,5,0,0,1,105,1, 4.46
01,1,5,0,0,1,85,1, 6.80
01,1,5,0,0,1,75,0, 4.47
01,1,5,0,0,1,85,1, 2.55
01,1,5,0,0,1,65,0, 3.95
01,1,5,0,0,1,115,1, 2.62
01,1,5,0,0,1,115,1, 6.99
01,1,5,0,0,1,105,1, 2.97
01,1,5,0,0,1,115,1, 3.01
01,1,5,0,0,1,85,0, 2.57
01,1,5,0,0,1,85,1, 4.23
01,1,5,0,0,1,75,0, 3.19
01,1,5,0,0,1,115,1, 3.18
01,1,5,0,0,1,75,0, 1.80
01,1,5,0,0,1,95,1, 4.54
01,1,5,0,0,1,95,1, 5.96
01,1.000000e-01,40,0,0,1,95,1, 2.07
01,1.000000e-01,40,0,0,1,115,1, 1.00
01,1.000000e-01,40,0,0,1,115,1, 1.00
01,1.000000e-01,40,0,0,1,95,1, 3.78
01,1.000000e-01,40,0,0,1,95,1, 2.15
01,1.000000e-01,40,0,0,1,65,0, 1.15
01,1.000000e-01,40,0,0,1,65,0, 1.33
01,1.000000e-01,40,0,0,1,115,1, 1.71
01,1.000000e-01,40,0,0,1,85,1,17.35
01,1.000000e-01,40,0,0,1,105,1, 1.00
01,1.000000e-01,40,0,0,1,105,1, 1.00
01,1.000000e-01,40,0,0,1,65,0, 1.00
01,1.000000e-01,40,0,0,1,85,0,14.52
01,1.000000e-01,40,0,0,1,105,1, 1.19
01,1.000000e-01,40,0,0,1,85,0, 2.84
01,1.000000e-01,40,0,0,1,75,0, 1.05
01,1.000000e-01,40,0,0,1,115,1, 2.56
01,1.000000e-01,40,0,0,1,65,0, 1.00
01,1.000000e-01,40,0,0,1,105,1, 3.57
01,1.000000e-01,40,0,0,1,105,1, 1.99
01,1.000000e-01,40,0,0,1,85,0, 9.07
01,1.000000e-01,40,0,0,1,65,0, 1.00
01,1.000000e-01,40,0,0,1,115,1, 1.00
01,1.000000e-01,40,0,0,1,65,0, 1.00
01,1.000000e-01,40,0,0,1,75,0, 1.35
01,1.000000e-01,40,0,0,1,105,1, 1.62
01,1.000000e-01,40,0,0,1,85,0, 9.80
01,1.000000e-01,40,0,0,1,75,0, 1.00
01,1.000000e-01,40,0,0,1,75,0, 1.00
01,1.000000e-01,40,0,0,1,115,1, 1.16
01,1.000000e-01,40,0,0,1,75,0, 1.08
01,1.000000e-01,40,0,0,1,95,1, 1.97
01,1.000000e-01,40,0,0,1,95,1, 1.28
01,1.000000e-01,40,0,0,1,75,0, 1.09
01,1.000000e-01,40,0,0,1,85,0, 6.06
01,1.000000e-01,40,0,0,1,95,1, 2.00
01,10,40,0,0,1,85,0, 5.46
01,10,40,0,0,1,95,1, 5.65
01,10,40,0,0,1,95,1, 4.01
01,10,40,0,0,1,65,0, 1.04
01,10,40,0,0,1,65,0, 1.00
01,10,40,0,0,1,85,1, 5.04
01,10,40,0,0,1,85,0, 4.29
01,10,40,0,0,1,75,0, 1.00
01,10,40,0,0,1,75,0, 1.40
01,10,40,0,0,1,85,0, 3.41
01,10,40,0,0,1,95,0, 4.58
01,10,40,0,0,1,115,1, 1.27
01,10,40,0,0,1,65,0, 1.00
01,10,40,0,0,1,115,1, 1.07
01,10,40,0,0,1,65,0, 1.01
01,10,40,0,0,1,115,1, 2.17
01,10,40,0,0,1,115,1, 1.74
01,10,40,0,0,1,95,1, 3.61
01,10,40,0,0,1,105,1, 1.22
01,10,40,0,0,1,105,1, 1.16
01,10,40,0,0,1,95,1, 1.81
01,10,40,0,0,1,105,1, 1.07
01,10,40,0,0,1,75,0, 3.42
01,10,40,0,0,1,115,1, 1.00
01,10,40,0,0,1,85,0, 6.18
01,10,40,0,0,1,75,0, 1.00
01,10,40,0,0,1,105,1, 1.40
01,10,40,0,0,1,95,1, 2.99
01,10,40,0,0,1,105,1, 1.95
01,10,40,0,0,1,75,0, 1.23
01,10,40,0,0,1,85,0, 7.85
01,10,40,0,0,1,75,0, 1.06
01,10,40,0,0,1,65,0, 1.00
01,10,40,0,0,1,65,0, 1.00
01,10,40,0,0,1,105,1, 4.28
01,10,40,0,0,1,115,1, 1.11
02,10,5,0,0,1,65,0,16.39
02,10,5,0,0,1,105,1, 4.20
02,10,5,0,0,1,105,1, 8.25
02,10,5,0,0,1,105,1, 9.13
02,10,5,0,0,1,115,1, 7.59
02,10,5,0,0,1,85,0, 2.18
02,10,5,0,0,1,95,0, 4.50
02,10,5,0,0,1,105,1, 2.57
02,10,5,0,0,1,115,1, 3.35
02,10,5,0,0,1,75,0, 1.61
02,10,5,0,0,1,75,0, 1.08
02,10,5,0,0,1,85,0, 1.00
02,10,5,0,0,1,105,1, 2.47
02,10,5,0,0,1,65,0, 1.01
02,10,5,0,0,1,85,0, 2.07
02,10,5,0,0,1,65,0, 2.07
02,10,5,0,0,1,75,0, 2.43
02,10,5,0,0,1,75,0, 3.80
02,10,5,0,0,1,115,1, 1.27
02,10,5,0,0,1,95,1, 5.23
02,10,5,0,0,1,65,0, 1.00
02,10,5,0,0,1,75,0,11.05
02,10,5,0,0,1,65,1,12.24
02,10,5,0,0,1,95,1, 4.65
02,10,5,0,0,1,95,1, 3.38
02,10,5,0,0,1,95,1, 3.13
02,10,5,0,0,1,95,1, 4.73
02,10,5,0,0,1,115,1,20.68
02,10,5,0,0,1,115,1,16.10
02,10,5,0,0,1,85,0, 4.11
02,10,5,0,0,1,85,0, 1.01
02,10,5,0,0,1,115,1, 4.37
02,10,5,0,0,1,85,0,11.92
02,10,5,0,0,1,75,0, 1.22
02,10,5,0,0,1,105,1, 5.92
02,10,5,0,0,1,65,0, 1.00
02,1,10,0,0,1,115,1,11.67
02,1,10,0,0,1,85,0, 2.87
02,1,10,0,0,1,95,1, 6.16
02,1,10,0,0,1,65,0, 1.58
02,1,10,0,0,1,75,0, 2.04
02,1,10,0,0,1,85,0, 4.01
02,1,10,0,0,1,75,0, 3.34
02,1,10,0,0,1,115,1, 1.01
02,1,10,0,0,1,65,0, 1.01
02,1,10,0,0,1,75,0, 1.50
02,1,10,0,0,1,105,1, 1.49
02,1,10,0,0,1,65,0, 1.11
02,1,10,0,0,1,105,1, 3.33
02,1,10,0,0,1,75,0, 3.23
02,1,10,0,0,1,95,1, 3.12
02,1,10,0,0,1,105,1, 1.92
02,1,10,0,0,1,95,1, 7.81
02,1,10,0,0,1,75,0, 2.31
02,1,10,0,0,1,65,0, 1.24
02,1,10,0,0,1,75,0, 1.56
02,1,10,0,0,1,105,1, 2.33
02,1,10,0,0,1,115,1, 3.20
02,1,10,0,0,1,85,0, 1.96
02,1,10,0,0,1,95,0,10.53
02,1,10,0,0,1,65,0, 1.00
02,1,10,0,0,1,115,1, 2.21
02,1,10,0,0,1,115,1, 3.89
02,1,10,0,0,1,85,1, 9.29
02,1,10,0,0,1,105,1, 8.92
02,1,10,0,0,1,95,1, 8.84
02,1,10,0,0,1,65,0, 1.07
02,1,10,0,0,1,95,1,17.28
02,1,10,0,0,1,85,0, 2.90
02,1,10,0,0,1,115,1, 1.05
02,1,10,0,0,1,105,1,24.93
02,1,10,0,0,1,85,1,10.72
02,1.000000e-01,10,0,0,1,75,0,19.65
02,1.000000e-01,10,0,0,1,95,0, 3.24
02,1.000000e-01,10,0,0,1,75,0, 2.39
02,1.000000e-01,10,0,0,1,65,0, 1.17
02,1.000000e-01,10,0,0,1,85,0, 3.46
02,1.000000e-01,10,0,0,1,95,0, 2.59
02,1.000000e-01,10,0,0,1,95,0, 6.93
02,1.000000e-01,10,0,0,1,115,1, 4.78
02,1.000000e-01,10,0,0,1,65,0, 1.00
02,1.000000e-01,10,0,0,1,85,0, 3.91
02,1.000000e-01,10,0,0,1,105,1, 4.00
02,1.000000e-01,10,0,0,1,65,0, 9.36
02,1.000000e-01,10,0,0,1,95,1,11.41
02,1.000000e-01,10,0,0,1,115,1, 2.62
02,1.000000e-01,10,0,0,1,85,1, 9.29
02,1.000000e-01,10,0,0,1,105,1,10.10
02,1.000000e-01,10,0,0,1,75,0, 1.00
02,1.000000e-01,10,0,0,1,105,1, 2.62
02,1.000000e-01,10,0,0,1,65,0, 2.06
02,1.000000e-01,10,0,0,1,75,0, 1.27
02,1.000000e-01,10,0,0,1,105,1, 4.59
02,1.000000e-01,10,0,0,1,75,0, 1.01
02,1.000000e-01,10,0,0,1,65,0, 1.54
02,1.000000e-01,10,0,0,1,105,1, 4.99
02,1.000000e-01,10,0,0,1,105,1, 1.23
02,1.000000e-01,10,0,0,1,85,1, 2.06
02,1.000000e-01,10,0,0,1,85,1, 3.01
02,1.000000e-01,10,0,0,1,115,1,24.70
02,1.000000e-01,10,0,0,1,65,0, 1.65
02,1.000000e-01,10,0,0,1,95,1, 7.77
02,1.000000e-01,10,0,0,1,115,1, 1.66
02,1.000000e-01,10,0,0,1,115,1, 6.80
02,1.000000e-01,10,0,0,1,95,1, 7.58
02,1.000000e-01,10,0,0,1,75,0, 1.00
02,1.000000e-01,10,0,0,1,115,1, 1.40
02,1.000000e-01,10,0,0,1,85,1, 7.34
02,10,20,0,0,1,115,1, 9.80
02,10,20,0,0,1,105,1,13.67
02,10,20,0,0,1,85,1, 4.09
02,10,20,0,0,1,65,0, 1.00
02,10,20,0,0,1,85,0, 2.97
02,10,20,0,0,1,95,1,11.97
02,10,20,0,0,1,95,0, 4.17
02,10,20,0,0,1,105,1, 9.10
02,10,20,0,0,1,115,1, 1.44
02,10,20,0,0,1,75,0, 1.00
02,10,20,0,0,1,65,0, 1.25
02,10,20,0,0,1,85,0, 1.23
02,10,20,0,0,1,75,0, 1.29
02,10,20,0,0,1,75,0, 1.00
02,10,20,0,0,1,65,0, 2.02
02,10,20,0,0,1,85,0, 3.95
02,10,20,0,0,1,85,0, 1.91
02,10,20,0,0,1,115,1, 1.00
02,10,20,0,0,1,95,1, 1.11
02,10,20,0,0,1,65,0, 1.00
02,10,20,0,0,1,95,1, 1.00
02,10,20,0,0,1,75,0, 1.01
02,10,20,0,0,1,65,0, 1.00
02,10,20,0,0,1,105,1, 2.89
02,10,20,0,0,1,105,1, 1.32
02,10,20,0,0,1,105,1, 1.19
02,10,20,0,0,1,115,1, 2.27
02,10,20,0,0,1,115,1, 3.36
02,10,20,0,0,1,105,1, 1.33
02,10,20,0,0,1,75,0, 1.44
02,10,20,0,0,1,65,0, 1.46
02,10,20,0,0,1,95,1, 5.80
02,10,20,0,0,1,85,0, 4.58
02,10,20,0,0,1,115,1, 1.60
02,10,20,0,0,1,75,0, 1.36
02,10,20,0,0,1,95,0,10.21
02,1,5,0,0,1,115,1,22.39
02,1,5,0,0,1,115,1,26.72
02,1,5,0,0,1,85,0, 4.75
02,1,5,0,0,1,85,0, 1.25
02,1,5,0,0,1,105,1, 3.31
02,1,5,0,0,1,85,0, 1.95
02,1,5,0,0,1,65,0, 7.80
02,1,5,0,0,1,95,1,11.40
02,1,5,0,0,1,95,0, 4.53
02,1,5,0,0,1,95,1,13.86
02,1,5,0,0,1,85,0, 1.49
02,1,5,0,0,1,75,0, 2.27
02,1,5,0,0,1,95,0, 3.73
02,1,5,0,0,1,105,1, 5.19
02,1,5,0,0,1,105,1, 2.03
02,1,5,0,0,1,105,1, 1.78
02,1,5,0,0,1,115,1, 1.55
02,1,5,0,0,1,65,0, 2.56
02,1,5,0,0,1,65,0, 1.79
02,1,5,0,0,1,65,0, 1.60
02,1,5,0,0,1,75,0, 2.80
02,1,5,0,0,1,115,1, 2.41
02,1,5,0,0,1,75,0, 1.98
02,1,5,0,0,1,115,1, 1.71
02,1,5,0,0,1,75,0, 6.25
02,1,5,0,0,1,105,1, 5.67
02,1,5,0,0,1,95,1, 4.72
02,1,5,0,0,1,65,0, 2.20
02,1,5,0,0,1,75,0, 1.34
02,1,5,0,0,1,65,0, 6.98
02,1,5,0,0,1,85,1, 1.60
02,1,5,0,0,1,95,1, 2.89
02,1,5,0,0,1,105,1, 1.50
02,1,5,0,0,1,75,0, 2.95
02,1,5,0,0,1,115,1, 4.27
02,1,5,0,0,1,85,0, 8.07
02,10,10,0,0,1,105,1, 5.26
02,10,10,0,0,1,105,1, 6.93
02,10,10,0,0,1,85,1, 7.08
02,10,10,0,0,1,85,1, 1.05
02,10,10,0,0,1,65,0, 1.34
02,10,10,0,0,1,95,0,13.49
02,10,10,0,0,1,85,0, 2.35
02,10,10,0,0,1,75,0, 1.24
02,10,10,0,0,1,105,1, 1.12
02,10,10,0,0,1,75,0, 2.41
02,10,10,0,0,1,95,0, 4.72
02,10,10,0,0,1,65,0, 1.18
02,10,10,0,0,1,65,0, 1.13
02,10,10,0,0,1,105,1, 3.00
02,10,10,0,0,1,75,0, 1.57
02,10,10,0,0,1,105,1, 7.99
02,10,10,0,0,1,75,0, 1.00
02,10,10,0,0,1,95,1, 4.31
02,10,10,0,0,1,85,0, 4.62
02,10,10,0,0,1,85,1, 3.68
02,10,10,0,0,1,65,0, 1.00
02,10,10,0,0,1,95,1, 1.00
02,10,10,0,0,1,95,1, 1.62
02,10,10,0,0,1,95,1, 2.68
02,10,10,0,0,1,115,1, 1.85
02,10,10,0,0,1,65,1, 2.70
02,10,10,0,0,1,75,0, 1.18
02,10,10,0,0,1,75,0, 2.11
02,10,10,0,0,1,115,1, 1.23
02,10,10,0,0,1,65,0, 1.15
02,10,10,0,0,1,105,1, 8.45
02,10,10,0,0,1,85,0, 2.96
02,10,10,0,0,1,115,1, 2.79
02,10,10,0,0,1,115,1, 2.47
02,10,10,0,0,1,115,1, 1.28
02,10,10,0,0,1,115,1, 2.50
02,1.000000e-01,20,0,0,1,65,0, 7.99
02,1.000000e-01,20,0,0,1,75,0, 8.41
02,1.000000e-01,20,0,0,1,65,1, 7.93
02,1.000000e-01,20,0,0,1,65,0, 1.04
02,1.000000e-01,20,0,0,1,75,0, 1.08
02,1.000000e-01,20,0,0,1,85,0, 4.34
02,1.000000e-01,20,0,0,1,115,1, 1.00
02,1.000000e-01,20,0,0,1,85,1, 2.33
02,1.000000e-01,20,0,0,1,95,1, 1.27
02,1.000000e-01,20,0,0,1,65,0, 1.18
